,2000  1  1   1 19 28.30  41.950N   20.630E   5.0 4.8
1214,2002  4 15   0 14 53.50  38.430N   26.720E  24.0 3.7
1215,2002  4 15   8 10  9.90  34.820N   24.620E  28.0 4.3
1216,2002  4 16  19 59 48.80  38.060N   20.310E  30.0 4.0
1217,2002  4 21   9 20 21.80  35.140N   26.570E  12.0 4.0
1218,2002  4 21  14 44 59.00  34.590N   26.620E  17.0 3.9
1219,2002  4 22  17 54 41.20  39.440N   27.990E   5.0 3.9
1220,2002  4 23  11 10 12.80  36.230N   29.010E  57.0 3.9
1221,2002  4 25   7 28  9.20  40.590N   20.840E   9.0 4.2
1222,2002  4 26  15 28 51.30  35.900N   27.360E  23.0 3.9
1223,2002  4 27   1 41 49.40  34.840N   24.320E  24.0 4.1
1224,2002  4 29   0 24 24.80  38.510N   20.510E   9.0 3.8
1225,2002  5  1  10 30 40.30  39.540N   19.720E  32.0 3.7
1226,2002  5  4  11  2 45.90  39.030N   27.780E  40.0 3.8
1227,2002  5  4  16 35 20.20  36.720N   27.220E  10.0 3.7
1228,2002  5  5   9 22 14.10  40.500N   28.020E  36.0 4.1
1229,2002  5  5  16 16 21.00  34.790N   26.050E  18.0 3.7
1230,2002  5  8   2  0 20.20  36.910N   26.650E  30.0 3.7
1231,2002  5  8   2 29 42.10  36.910N   26.630E  31.0 4.0
1232,2002  5  8  10 23 37.50  38.590N   25.900E  15.0 3.7
1233,2002  5  9   1 49 39.30  36.570N   23.210E  16.0 4.4
1234,2002  5  9   6 11 31.70  34.280N   26.370E  26.0 4.0
1235,2002  5  9  16  0 23.10  37.630N   21.100E  10.0 3.8
1236,2002  5 11   2 27  0.40  35.950N   28.240E  44.0 4.4
1237,2002  5 13  12 32 58.50  35.610N   26.760E   9.0 3.9
1238,2002  5 13  17 50  4.30  37.630N   21.310E  13.0 3.8
1239,2002  5 13  23 39  0.60  35.660N   26.640E  10.0 3.9
1240,2002  5 14   7 28 56.70  36.710N   26.330E  23.0 3.9
1241,2002  5 14  23 32 38.90  36.900N   26.640E  25.0 4.1
1242,2002  5 16  11 19 44.50  35.650N   27.490E  10.0 4.1
1243,2002  5 16  14 11 47.50  36.920N   26.640E   5.0 3.8
1244,2002  5 16  18  2 10.90  37.750N   26.860E  29.0 3.7
1245,2002  5 17  10 46 52.20  39.440N   20.450E  10.0 3.7
1246,2002  5 17  15 56 46.60  36.950N   27.250E  13.0 4.0
1247,2002  5 18  19 29 50.30  36.450N   26.390E  33.0 3.8
1248,2002  5 19   2 12 57.70  39.200N   27.590E   5.0 3.8
1249,2002  5 19  10 45 57.50  38.380N   26.390E  28.0 3.9
1250,2002  5 19  10 47 58.60  38.330N   26.260E   5.0 3.7
1251,2002  5 19  12 21  6.90  38.400N   26.500E  37.0 3.7
1252,2002  5 21  20 53 30.80  36.570N   24.310E  97.0 5.3
1253,2002  5 23   4 48  2.00  38.700N   26.410E   5.0 4.0
1254,2002  5 27  20 21 38.60  37.870N   25.990E   5.0 3.7
1255,2002  5 28   8 26 42.30  36.110N   27.130E  82.0 4.2
1256,2002  5 30  17 18  3.80  37.530N   21.940E  13.0 3.7
1257,2002  5 30  21 57 59.10  34.570N   22.440E  37.0 3.8
1258,2002  6  1   2  3 46.30  36.050N   29.020E  10.0 3.9
1259,2002  6  1   4 44 10.20  38.490N   24.280E  24.0 3.7
1260,2002  6  5   2 36 38.80  35.180N   22.970E 111.0 3.9
1261,2002  6  6   5 10  1.50  38.930N   27.930E  26.0 4.2
1262,2002  6  6  22 35 43.80  35.650N   26.220E  93.0 5.2
1263,2002  6  7  10 49 41.30  38.900N   21.090E  10.0 3.7
1264,2002  6 10   5 20 41.10  34.980N   23.190E  27.0 4.1
1265,2002  6 14  17 26 39.30  36.910N   20.820E   7.0 3.8
1266,2002  6 15  10  2 30.90  37.430N   20.730E   8.0 3.8
1267,2002  6 17   4 43 54.10  36.770N   22.170E   8.0 4.2
1268,2002  6 17   6  6 60.00  34.320N   25.380E  28.0 3.7
1269,2002  6 19   1 18 47.20  34.160N   26.840E  17.0 4.0
1270,2002  6 22  22 38 35.90  34.890N   26.580E   7.0 4.0
1271,2002  6 25  19  1 11.40  35.300N   22.170E   5.0 3.9
1272,2002  6 26   0 22 59.20  37.030N   20.910E   5.0 3.7
1273,2002  6 26   4 31 36.80  36.280N   29.630E  37.0 3.8
1274,2002  6 26  12 29  6.20  36.680N   20.220E   3.0 3.9
1275,2002  6 28  19 23 25.40  36.730N   23.220E  79.0 4.1
1276,2002  6 29  16 39 15.30  38.730N   26.570E  30.0 3.9
1277,2002  6 30   1 14 21.40  35.230N   26.520E   5.0 3.8
1278,2002  6 30  20 51 46.30  36.210N   27.450E   8.0 3.9
1279,2002  7  1   1 16 24.90  35.030N   26.580E  16.0 4.0
1280,2002  7  3   5 21 43.70  37.400N   21.520E   5.0 3.7
1281,2002  7  4   6 12 26.20  36.910N   27.500E   5.0 3.7
1282,2002  7  4  12  9 36.20  38.070N   28.840E   5.0 3.9
1283,2002  7  4  16 43 56.40  37.670N   28.640E   5.0 3.8
1284,2002  7  4  22 42 46.10  37.970N   28.730E   5.0 3.9
1285,2002  7  4  23 31 13.00  36.870N   27.450E   5.0 3.8
1286,2002  7  5   1 13  3.30  37.990N   29.000E  10.0 3.8
1287,2002  7  5   3 49 18.90  35.010N   26.330E  16.0 3.7
1288,2002  7  5  10 41 53.40  34.980N   25.800E  37.0 3.7
1289,2002  7  6   1 37  8.60  40.670N   27.540E  46.0 3.9
1290,2002  7  6  17 32 38.50  34.690N   26.540E  40.0 3.8
1291,2002  7  7   6 15  3.90  37.080N   28.540E   5.0 4.0
1292,2002  7  9  22 39 15.10  39.500N   28.010E   5.0 4.3
1293,2002  7  9  23 38 27.20  39.390N   27.880E  23.0 3.8
1294,2002  7 10   0 57 31.50  35.960N   22.160E  31.0 3.7
1295,2002  7 10  15  5 26.00  35.690N   27.490E   5.0 3.8
1296,2002  7 14  18 20  4.80  35.320N   23.350E   6.0 3.7
1297,2002  7 14  22 55 25.40  35.160N   25.110E   9.0 3.9
1298,2002  7 17   3 29 46.00  34.750N   25.090E  16.0 3.8
1299,2002  7 17   4  8  8.50  35.630N   27.110E  45.0 3.7
1300,2002  7 20   6 53 47.30  35.090N   23.190E  37.0 4.3
1301,2002  7 22   4 51 20.70  39.060N   24.230E  39.0 4.0
1302,2002  7 24   9  0  8.40  36.340N   27.650E  77.0 4.2
1303,2002  7 24  10 26 19.20  41.150N   19.960E  10.0 3.8
1304,2002  7 25  11 34 49.70  38.490N   25.440E  10.0 3.7
1305,2002  7 25  21 37 34.40  35.900N   27.260E   5.0 3.8
1306,2002  7 26  16  9 43.60  36.510N   27.150E   5.0 3.8
1307,2002  7 26  22 47 20.60  35.830N   28.430E  32.0 3.8
1308,2002  7 27  15 25 17.90  41.330N   19.620E  37.0 4.0
1309,2002  7 27  23 56 53.90  34.550N   25.570E   9.0 3.7
1310,2002  7 28  14 33 44.70  37.620N   22.650E  74.0 4.0
1311,2002  7 28  17 16 30.70  37.950N   20.730E  19.0 4.9
1312,2002  7 31   4  5 54.00  41.200N   23.110E  27.0 4.2
1313,2002  7 31   8 25  8.20  34.970N   25.920E  31.0 4.0
1314,2002  8  1   0 22  1.20  34.410N   25.390E  21.0 3.8
1315,2002  8  1  16  4 32.90  34.830N   28.170E  35.0 4.1
1316,2002  8  1  20 50 22.50  38.010N   20.650E  20.0 4.1
1317,2002  8  2  16 24 32.40  35.690N   27.360E   5.0 3.7
1318,2002  8  3   5 45 39.40  37.100N   20.510E  43.0 3.9
1319,2002  8  3   8 43 57.60  37.840N   20.940E  38.0 4.3
1320,2002  8  3  10 44 44.20  35.950N   28.270E  44.0 4.0
1321,2002  8  4   6 13 16.70  34.270N   21.650E  34.0 3.7
1322,2002  8  5   1 12 48.50  39.630N   20.040E  17.0 3.7
1323,2002  8  5   7 15 33.80  37.150N   21.070E   5.0 3.7
1324,2002  8  6  22  4 38.00  35.600N   26.990E   5.0 3.9
1325,2002  8  7   5 32  8.60  36.600N   27.170E  22.0 3.7
1326,2002  8  7  13 32 40.50  35.340N   26.240E  41.0 3.7
1327,2002  8  8  13 28 29.90  39.430N   19.650E  18.0 3.7
1328,2002  8 10  12 43 36.90  35.340N   26.340E  10.0 3.9
1329,2002  8 14  21  1 23.50  35.650N   28.570E  42.0 4.2
1330,2002  8 14  22 27 28.20  35.920N   22.160E   5.0 4.0
1331,2002  8 14  22 51 35.70  38.490N   22.030E  18.0 3.7
1332,2002  8 15   9 58 38.30  38.960N   27.660E   5.0 3.8
1333,2002  8 19  12 24 58.80  35.370N   25.700E   5.0 4.1
1334,2002  8 21   2 49 15.30  37.240N   20.560E  26.0 4.3
1335,2002  8 21   2 55 22.70  38.760N   24.500E  20.0 3.9
1336,2002  8 21  11 14 23.50  38.100N   20.250E   5.0 3.8
1337,2002  8 22  11 39 52.40  39.330N   21.410E  10.0 3.7
1338,2002  8 22  11 44  1.60  35.800N   21.440E  13.0 3.7
1339,2002  8 22  19 51  9.30  37.160N   21.050E   2.0 3.7
1340,2002  8 23  11 17 36.70  38.560N   25.090E   5.0 3.7
1341,2002  8 26  13 18 51.00  38.510N   26.030E  33.0 3.7
1342,2002  8 26  18 37 14.10  40.010N   25.450E  22.0 3.7
1343,2002  8 27  23 39 20.70  38.010N   20.470E  24.0 3.7
1344,2002  8 27  23 41 10.20  37.900N   20.310E  29.0 3.8
1345,2002  8 31   1 49 32.10  34.030N   25.120E  32.0 3.8
1346,2002  8 31  14 30 44.60  39.140N   24.240E  36.0 3.9
1347,2002  9  1   5 26 53.30  37.470N   20.660E   8.0 4.0
1348,2002  9  1   6  4 31.20  39.320N   24.120E  24.0 4.0
1349,2002  9  2   9 23 42.10  34.970N   26.650E  18.0 4.6
1350,2002  9  2  18 56  2.50  41.110N   20.440E  17.0 4.3
1351,2002  9  4   7 24 46.20  35.500N   27.190E  45.0 4.7
1352,2002  9  4  13 35 48.10  38.320N   27.620E   5.0 4.2
1353,2002  9  4  17 12 24.70  35.770N   27.070E   5.0 4.3
1354,2002  9  4  18 21 39.90  35.030N   24.220E  28.0 4.0
1355,2002  9  5   2 19  7.00  39.380N   20.870E  24.0 3.8
1356,2002  9  5  22 19 51.50  38.720N   24.530E  30.0 4.7
1357,2002  9  6   5  5  0.20  40.850N   25.090E  10.0 4.0
1358,2002  9  6  13 33 58.30  35.900N   27.100E  11.0 3.7
1359,2002  9  7   4 48 37.10  39.300N   24.260E   5.0 4.3
1360,2002  9  7  23 15 23.50  39.610N   21.060E   5.0 3.8
1361,2002  9  8  16 14 35.60  35.030N   23.610E  81.0 4.3
1362,2002  9  9   6  6 34.00  37.540N   19.870E  13.0 4.4
1363,2002  9  9  12 17  2.80  37.330N   20.790E   5.0 3.7
1364,2002  9 10  18 39 14.30  41.130N   20.830E   4.0 3.9
1365,2002  9 11   3  2  6.20  37.890N   26.260E 113.0 3.8
1366,2002  9 11  12 10 19.80  36.510N   26.100E 138.0 3.9
1367,2002  9 11  22 42 41.30  38.030N   25.840E  18.0 3.7
1368,2002  9 14  19 50 16.80  37.810N   21.060E   8.0 4.8
1369,2002  9 14  23 12 33.00  35.450N   25.160E  10.0 3.7
1370,2002  9 16  22 44  4.30  35.010N   23.830E  77.0 4.1
1371,2002  9 17  10 16  5.30  37.340N   20.650E  24.0 3.7
1372,2002  9 17  17 17  8.40  37.750N   21.160E   5.0 3.9
1373,2002  9 18  11 10  9.10  39.100N   24.320E  13.0 3.8
1374,2002  9 18  21 40 38.00  39.780N   27.400E  10.0 3.7
1375,2002  9 19   4 37 20.10  37.820N   21.070E  14.0 3.7
1376,2002  9 19   9 19 42.80  37.810N   21.120E  15.0 4.4
1377,2002  9 19  12 12 21.60  39.190N   20.560E  11.0 3.8
1378,2002  9 20   5 16 58.30  41.030N   24.660E  36.0 3.7
1379,2002  9 20   6 11 29.50  35.450N   21.130E  34.0 3.9
1380,2002  9 21   0 14  7.10  40.240N   20.970E  29.0 3.8
1381,2002  9 21   7 44 37.50  39.210N   20.590E  11.0 3.7
1382,2002  9 22  11 42 55.10  34.720N   25.420E  12.0 4.2
1383,2002  9 22  12  9 46.90  34.850N   25.360E  11.0 4.1
1384,2002  9 22  12 59  0.70  40.040N   25.530E  35.0 3.8
1385,2002  9 24  15 21 59.10  39.720N   20.660E  26.0 3.7
1386,2002  9 25  18 46  7.00  41.290N   20.470E   6.0 3.7
1387,2002  9 25  21 17  0.90  38.830N   20.620E   5.0 3.7
1388,2002  9 26  20 43 39.90  35.690N   29.680E   5.0 4.9
1389,2002  9 28  16 37 13.00  37.150N   21.050E  12.0 3.8
1390,2002  9 30  19 58 12.50  37.790N   21.130E  16.0 4.2
1391,2002  9 30  20 44  0.20  40.550N   25.770E  19.0 3.8
1392,2002 10  2   4 31 41.70  36.270N   27.780E  67.0 4.3
1393,2002 10  2  22 15 12.50  37.080N   21.040E  14.0 4.0
1394,2002 10  3   0 28 46.20  37.120N   21.050E   9.0 3.7
1395,2002 10  3   5  4 51.50  34.900N   26.380E  12.0 3.7
1396,2002 10  4   5 13 20.30  39.560N   21.000E  14.0 3.9
1397,2002 10  5   4 51  1.10  38.510N   26.030E  28.0 3.9
1398,2002 10  6   4 59 54.20  36.750N   26.570E   5.0 3.9
1399,2002 10  6  11 17 49.80  34.570N   26.480E  30.0 3.8
1400,2002 10  8   2 33 19.40  34.760N   27.810E   5.0 3.8
1401,2002 10  8   4 40 46.90  40.040N   20.370E  22.0 4.5
1402,2002 10  8   8 48 25.80  39.990N   20.530E  19.0 3.7
1403,2002 10  8   9 46  3.30  40.000N   20.440E  15.0 4.1
1404,2002 10 10   9 25 21.10  35.750N   26.550E   5.0 3.7
1405,2002 10 10  22 43 34.10  34.590N   28.320E  37.0 3.7
1406,2002 10 12   5 58 54.00  35.000N   26.310E  21.0 5.1
1407,2002 10 13  14 51 46.50  37.920N   22.060E   5.0 3.7
1408,2002 10 14  23 17 55.50  37.270N   20.770E   4.0 4.0
1409,2002 10 15  19 24 40.90  36.740N   21.530E  38.0 3.8
1410,2002 10 15  19 32 54.50  36.600N   21.320E  27.0 3.8
1411,2002 10 16  23 14  4.70  35.020N   27.750E  19.0 3.9
1412,2002 10 17  14 38 38.90  36.690N   26.700E  42.0 3.7
1413,2002 10 17  20 23  7.30  37.850N   20.570E   5.0 3.8
1414,2002 10 18  19 32 22.90  36.620N   29.680E  27.0 3.8
1415,2002 10 19   1 11 37.70  35.100N   25.950E  22.0 3.8
1416,2002 10 19   4 58 38.60  36.310N   29.280E   5.0 3.9
1417,2002 10 19   9 55 42.20  36.750N   21.470E  25.0 3.7
1418,2002 10 20   4 36 53.10  35.830N   22.110E   3.0 4.0
1419,2002 10 20   7 43 16.50  34.690N   26.090E   7.0 3.7
1420,2002 10 20   7 55  0.70  35.810N   22.010E  10.0 3.7
1421,2002 10 21   4 36 29.20  35.890N   22.070E  16.0 3.8
1422,2002 10 24  15 15 35.80  40.010N   19.510E  11.0 4.3
1423,2002 10 25   8 37 45.30  35.110N   25.990E  21.0 3.8
1424,2002 10 25  13 13  6.50  35.060N   26.000E  31.0 3.7
1425,2002 10 26  18  3 31.40  37.820N   21.070E  16.0 3.8
1426,2002 10 28   9 30 49.40  35.930N   21.340E   5.0 3.9
1427,2002 10 29   5 52  8.50  39.120N   24.250E  30.0 3.9
1428,2002 10 31  14 51 55.00  36.070N   29.210E   5.0 3.8
1429,2002 11  2   2 24 14.80  36.870N   27.420E   5.0 3.7
1430,2002 11  2   3 13 11.00  36.820N   27.400E   5.0 3.7
1431,2002 11  2  17 10 29.30  37.890N   21.100E   5.0 3.7
1432,2002 11  2  19 21 45.80  38.050N   21.030E  22.0 3.8
1433,2002 11  2  23  7  1.40  37.800N   28.380E   5.0 3.8
1434,2002 11  2  23 47 46.00  36.830N   27.370E  19.0 4.1
1435,2002 11  6   6  2 14.10  41.750N   21.000E  30.0 3.7
1436,2002 11  6   9 12 46.20  37.950N   20.680E  14.0 4.7
1437,2002 11  8  13  6 24.00  35.140N   24.320E  26.0 3.7
1438,2002 11  9  17  1 52.50  41.390N   19.610E  11.0 3.8
1439,2002 11  9  21 49 47.50  37.360N   20.500E  20.0 4.4
1440,2002 11 10   6 48 46.00  40.020N   25.450E  36.0 3.8
1441,2002 11 10   8 17 30.80  39.090N   24.480E  33.0 4.0
1442,2002 11 10  19 35 14.20  34.920N   25.400E  17.0 3.8
1443,2002 11 10  21 43 46.90  35.090N   25.370E  17.0 3.8
1444,2002 11 15   9 58 39.30  35.450N   26.730E  45.0 3.9
1445,2002 11 16   2 35 16.60  35.430N   29.610E  30.0 4.0
1446,2002 11 16   4 45  4.70  34.780N   26.320E  26.0 4.0
1447,2002 11 17   3 15  9.90  41.960N   25.800E  14.0 3.7
1448,2002 11 17  18 24 59.70  39.930N   19.660E  24.0 4.4
1449,2002 11 18  19  4 19.00  37.930N   20.880E   7.0 3.7
1450,2002 11 20  19 59 28.80  40.120N   19.210E   5.0 3.8
1451,2002 11 23   1 14 30.40  37.990N   22.560E  28.0 4.0
1452,2002 11 23   1 49 33.40  35.120N   25.250E  16.0 3.9
1453,2002 11 23   3 39 55.40  36.190N   21.830E  32.0 3.8
1454,2002 11 24  19 14 48.60  36.180N   22.110E   5.0 3.7
1455,2002 11 25  11 58  7.50  39.620N   25.200E  28.0 3.7
1456,2002 11 26   3 15 38.40  38.950N   25.570E  31.0 3.7
1457,2002 11 26   3 49 43.50  35.090N   22.180E  35.0 3.9
1458,2002 11 27   7 17 11.90  35.230N   24.260E  36.0 3.8
1459,2002 11 29   7  9 43.50  35.970N   21.700E  58.0 3.8
1460,2002 12  2   4 58 56.40  37.800N   21.150E  17.0 5.3
1461,2002 12  2   5 28 12.20  37.780N   21.130E   5.0 3.7
1462,2002 12  2  14 18 18.20  37.770N   21.150E   6.0 3.8
1463,2002 12  3   0 38 57.20  37.820N   21.110E  14.0 4.1
1464,2002 12  4  12 34 12.60  34.740N   26.440E  30.0 3.8
1465,2002 12  4  22 35 15.20  37.840N   21.130E   4.0 3.8
1466,2002 12  4  23 37 56.70  36.830N   27.370E   5.0 3.8
1467,2002 12  6  12 23  8.80  36.930N   27.490E  10.0 4.2
1468,2002 12  6  19 42  7.90  36.920N   27.550E  25.0 4.0
1469,2002 12  9   9 35  2.50  37.760N   19.750E   6.0 5.0
1470,2002 12 11  15 52 17.50  38.290N   27.420E   5.0 4.0
1471,2002 12 13   1 19 46.70  37.800N   21.090E   9.0 3.9
1472,2002 12 17   9  1 18.30  35.100N   24.670E  39.0 3.7
1473,2002 12 17  10  7 11.50  34.990N   24.670E  43.0 3.7
1474,2002 12 17  17 18 32.60  34.950N   24.670E  42.0 4.1
1475,2002 12 17  21 28 13.60  35.060N   24.690E  44.0 3.8
1476,2002 12 17  22 33 27.40  35.220N   24.370E  17.0 4.0
1477,2002 12 18   0 38 36.30  39.380N   19.720E  10.0 3.7
1478,2002 12 19  19 55 15.60  35.940N   22.090E  36.0 4.1
1479,2002 12 20   3 44 15.80  34.590N   28.130E   5.0 4.0
1480,2002 12 20   3 50 58.00  35.220N   27.590E  11.0 3.7
1481,2002 12 22  21 42 15.60  35.060N   24.710E  43.0 4.0
1482,2002 12 23   3 22 40.50  34.050N   25.590E   6.0 3.7
1483,2002 12 23   4  2 35.30  38.980N   20.260E  34.0 4.3
1484,2002 12 27  15 23 25.40  36.060N   21.000E  29.0 3.8
1485,2002 12 28   3 39 21.90  35.070N   24.250E   4.0 3.7
1486,2002 12 29   7 58  9.30  35.760N   28.340E  58.0 3.8
1487,2002 12 31  19 57 51.70  38.930N   21.160E  23.0 3.7
1488,2002 12 31  20 28 33.20  39.000N   21.250E  18.0 4.6
1489,2002 12 31  20 47  3.80  38.930N   21.180E  22.0 4.6
1490,2002 12 31  21 22 21.90  38.940N   21.190E  22.0 4.4
1491,2003  1  1   8 36 10.80  38.520N   21.570E  10.0 3.9
1492,2003  1  2   3 12 29.00  38.930N   20.770E   5.0 3.7
1493,2003  1  3   5 47  3.10  39.010N   23.240E  23.0 3.9
1494,2003  1  4  20  0 32.60  37.800N   21.140E   5.0 3.9
1495,2003  1  5   0 46 44.40  39.260N   28.060E  32.0 3.7
1496,2003  1  5  12 22 47.60  39.720N   28.290E   5.0 3.8
1497,2003  1  5  13 44 22.00  37.830N   21.220E   8.0 4.2
1498,2003  1  6  10 33 52.80  35.360N   27.560E  21.0 3.7
1499,2003  1  7   1 14 60.00  37.870N   21.220E  12.0 4.2
1500,2003  1  7  13  9 57.30  35.310N   24.350E  10.0 3.8
1501,2003  1  8  18  2  3.70  35.280N   24.430E  25.0 3.7
1502,2003  1 10   3  0 56.40  38.720N   22.800E  15.0 4.2
1503,2003  1 14   8  3  8.20  41.180N   24.530E  25.0 3.9
1504,2003  1 14  19  2 38.40  36.660N   21.460E  40.0 3.8
1505,2003  1 15  14 48 42.20  37.660N   21.030E   7.0 4.2
1506,2003  1 16   2 17 55.20  38.330N   27.480E   5.0 4.0
1507,2003  1 16  11 27 29.00  37.820N   21.230E   6.0 4.1
1508,2003  1 16  11 32 28.50  37.800N   21.220E   5.0 3.7
1509,2003  1 17   6 32 28.60  37.840N   21.190E   5.0 3.7
1510,2003  1 20   6 11 47.10  38.520N   25.510E  22.0 3.7
1511,2003  1 21   6 46 31.00  35.190N   24.140E  40.0 4.0
1512,2003  1 21   8  8 51.80  37.760N   20.090E   8.0 4.0
1513,2003  1 21  15 49 19.80  37.790N   20.290E  16.0 3.9
1514,2003  1 22   3 27 43.20  35.680N   26.490E  44.0 4.0
1515,2003  1 24   1 25  9.20  34.510N   25.630E   5.0 3.7
1516,2003  1 24  12 42 34.90  34.530N   28.650E  32.0 4.1
1517,2003  1 26  12  5 21.80  36.070N   26.040E  10.0 3.7
1518,2003  1 27  13 42 52.00  37.220N   20.350E  13.0 3.8
1519,2003  1 30  20 20  3.50  36.270N   27.170E  28.0 4.5
1520,2003  1 30  21 46 33.40  36.250N   27.190E  28.0 4.1
1521,2003  2  1  11  8 54.00  37.810N   21.200E   6.0 3.8
1522,2003  2  2  12 25 49.80  34.400N   26.360E 126.0 4.5
1523,2003  2  3  15 10 59.80  37.080N   27.640E  17.0 3.7
1524,2003  2  5  12  1 54.50  35.540N   22.430E   5.0 3.7
1525,2003  2  5  22 39  4.10  34.460N   25.970E  94.0 4.3
1526,2003  2  7  15 51 30.40  37.180N   22.140E   4.0 3.9
1527,2003  2  7  17  3 38.80  37.130N   22.140E  13.0 4.0
1528,2003  2  9   9 47 38.50  36.230N   21.670E  93.0 4.3
1529,2003  2  9  18  9 15.30  39.090N   24.610E  19.0 4.2
1530,2003  2  9  22 13 57.20  40.950N   20.400E  17.0 3.7
1531,2003  2 10   0  0 27.10  39.010N   26.360E  29.0 4.1
1532,2003  2 10  17 13 42.00  37.880N   21.110E   5.0 3.9
1533,2003  2 10  17 13 45.50  35.600N   26.670E  17.0 4.1
1534,2003  2 10  18 56  7.90  35.450N   26.700E  27.0 3.7
1535,2003  2 11   4  9 50.50  35.640N   26.660E  16.0 3.7
1536,2003  2 11   6 37 25.50  35.610N   26.670E  14.0 3.8
1537,2003  2 15  14  4  4.90  37.590N   21.450E  20.0 3.8
1538,2003  2 18  21 13 33.50  36.340N   26.540E 128.0 3.9
1539,2003  2 20   8 51 57.10  39.500N   23.700E  28.0 3.9
1540,2003  2 20  17 33 11.30  41.080N   19.600E  21.0 3.8
1541,2003  2 21   0 30 44.80  39.120N   24.280E  34.0 4.1
1542,2003  2 22   6 32 51.40  36.750N   27.790E  10.0 3.9
1543,2003  2 23   0 47 49.70  34.570N   23.910E  44.0 4.0
1544,2003  2 23  20 10  5.10  35.330N   22.840E  25.0 3.9
1545,2003  2 24   0 19 35.20  36.120N   28.360E  55.0 4.4
1546,2003  2 24   4 52  8.10  39.240N   22.280E  90.0 3.7
1547,2003  2 24   7 30 40.70  39.220N   22.220E  90.0 3.7
1548,2003  2 24  13 10 55.80  37.990N   22.050E  17.0 4.1
1549,2003  2 24  20 22 23.10  39.400N   20.440E  14.0 4.3
1550,2003  2 25  16  7 25.80  39.420N   20.510E   5.0 3.8
1551,2003  2 26   3 45 55.80  34.820N   22.900E  38.0 3.8
1552,2003  2 26   4 42 39.60  36.670N   25.800E  26.0 4.2
1553,2003  2 26   4 56 40.60  36.670N   25.870E  14.0 4.1
1554,2003  2 26   7 40 31.70  36.660N   25.880E   9.0 3.7
1555,2003  2 27  12 42 24.20  36.690N   21.980E   8.0 3.7
1556,2003  3  1   4  6  5.80  35.020N   23.790E  19.0 4.5
1557,2003  3  7  10 33 27.30  35.110N   24.810E  27.0 3.7
1558,2003  3  8   8 23 47.60  35.680N   27.120E  10.0 3.9
1559,2003  3 14   3 35 35.50  34.860N   24.150E   5.0 3.7
1560,2003  3 17  14 30  4.00  38.140N   20.420E  15.0 3.8
1561,2003  3 19   9 28 59.30  35.330N   29.470E  17.0 3.7
1562,2003  3 19  21 50 54.30  35.540N   29.590E  23.0 3.8
1563,2003  3 20  12 25 36.20  40.110N   28.700E  34.0 4.6
1564,2003  3 21  15 55 37.30  41.240N   20.140E  31.0 3.8
1565,2003  3 22   1 18 20.60  39.220N   20.810E  15.0 3.8
1566,2003  3 27   4 35 40.40  40.410N   19.710E  15.0 4.0
1567,2003  3 27  19 10 43.20  35.580N   23.310E   6.0 3.7
1568,2003  3 28  18 38 19.80  38.230N   27.610E  17.0 3.7
1569,2003  3 30  22 41 22.20  35.200N   23.870E  53.0 3.8
1570,2003  4  1  20 37 40.00  36.940N   20.620E  12.0 3.8
1571,2003  4  3  13 51 14.90  34.690N   24.170E  15.0 3.8
1572,2003  4  5  15 17 38.90  37.670N   21.260E   9.0 3.7
1573,2003  4  6  19  7 44.90  40.070N   19.700E   9.0 4.0
1574,2003  4  9  22 24 58.80  37.450N   26.850E  24.0 3.8
1575,2003  4  9  22 46 42.10  35.210N   26.430E  29.0 4.1
1576,2003  4 10   0 22 11.00  37.410N   26.860E  21.0 3.7
1577,2003  4 10   0 40 16.50  38.170N   26.760E  29.0 5.3
1578,2003  4 10   0 53 49.10  38.160N   26.920E  34.0 4.1
1579,2003  4 10   1 16 16.30  38.180N   26.850E  23.0 3.8
1580,2003  4 10   1 32 19.30  38.180N   26.790E  27.0 3.8
1581,2003  4 10   3  3 51.90  38.170N   26.870E  26.0 3.8
1582,2003  4 10   8  3 42.20  38.160N   26.780E  30.0 3.7
1583,2003  4 10  18  4 34.90  38.210N   26.710E  24.0 3.7
1584,2003  4 11   6 43 33.00  35.770N   22.840E   3.0 3.7
1585,2003  4 11   6 58 12.80  35.050N   25.380E  22.0 3.9
1586,2003  4 11  23 53 47.60  37.580N   22.670E  85.0 4.3
1587,2003  4 12   2 25  9.40  38.150N   26.720E  30.0 3.7
